Variable,Description,Label,min_value,max_value,additional_value
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4104   MASBATE - Batuan,4104.0,4104.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4105   MASBATE - Cataingan,4105.0,4105.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4106   MASBATE - Cawayan,4106.0,4106.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4107   MASBATE - Claveria,4107.0,4107.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4108   MASBATE - Dimasalang,4108.0,4108.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4109   MASBATE - Esperanza,4109.0,4109.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4110   MASBATE - Mandaon,4110.0,4110.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4111   MASBATE - City of Masbate (Capital),4111.0,4111.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4112   MASBATE - Milagros,4112.0,4112.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4113   MASBATE - Mobo,4113.0,4113.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4114   MASBATE - Monreal,4114.0,4114.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4115   MASBATE - Palanas,4115.0,4115.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4116   MASBATE - Pio V. Corpuz (Limbuhan),4116.0,4116.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4117   MASBATE - Placer,4117.0,4117.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4118   MASBATE - San Fernando,4118.0,4118.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4119   MASBATE - San Jacinto,4119.0,4119.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4120   MASBATE - San Pascual,4120.0,4120.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4121   MASBATE - Uson,4121.0,4121.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4201   MISAMIS OCCIDENTAL - Aloran,4201.0,4201.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4202   MISAMIS OCCIDENTAL - Baliangao,4202.0,4202.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4203   MISAMIS OCCIDENTAL - Bonifacio,4203.0,4203.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4204   MISAMIS OCCIDENTAL - Calamba,4204.0,4204.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4205   MISAMIS OCCIDENTAL - Clarin,4205.0,4205.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4206   MISAMIS OCCIDENTAL - Concepcion,4206.0,4206.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4207   MISAMIS OCCIDENTAL - Jimenez,4207.0,4207.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4208   MISAMIS OCCIDENTAL - Lopez Jaena,4208.0,4208.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4209   MISAMIS OCCIDENTAL - City of Oroquieta (Capital),4209.0,4209.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4210   MISAMIS OCCIDENTAL - City of Ozamiz,4210.0,4210.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4211   MISAMIS OCCIDENTAL - Panaon,4211.0,4211.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4212   MISAMIS OCCIDENTAL - Plaridel,4212.0,4212.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4213   MISAMIS OCCIDENTAL - Sapang Dalaga,4213.0,4213.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4214   MISAMIS OCCIDENTAL - Sinacaban,4214.0,4214.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4215   MISAMIS OCCIDENTAL - City of Tangub,4215.0,4215.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4216   MISAMIS OCCIDENTAL - Tudela,4216.0,4216.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4217   MISAMIS OCCIDENTAL - Don Victoriano Chiongbian (Don Mariano Marcos),4217.0,4217.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4301   MISAMIS ORIENTAL - Alubijid,4301.0,4301.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4302   MISAMIS ORIENTAL - Balingasag,4302.0,4302.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4303   MISAMIS ORIENTAL - Balingoan,4303.0,4303.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4304   MISAMIS ORIENTAL - Binuangan,4304.0,4304.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4305   MISAMIS ORIENTAL - City of Cagayan De Oro (Capital),4305.0,4305.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4306   MISAMIS ORIENTAL - Claveria,4306.0,4306.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4307   MISAMIS ORIENTAL - City of El Salvador,4307.0,4307.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4308   MISAMIS ORIENTAL - City of Gingoog,4308.0,4308.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4309   MISAMIS ORIENTAL - Gitagum,4309.0,4309.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4310   MISAMIS ORIENTAL - Initao,4310.0,4310.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4311   MISAMIS ORIENTAL - Jasaan,4311.0,4311.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4312   MISAMIS ORIENTAL - Kinoguitan,4312.0,4312.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4313   MISAMIS ORIENTAL - Lagonglong,4313.0,4313.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4314   MISAMIS ORIENTAL - Laguindingan,4314.0,4314.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4315   MISAMIS ORIENTAL - Libertad,4315.0,4315.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4316   MISAMIS ORIENTAL - Lugait,4316.0,4316.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4317   MISAMIS ORIENTAL - Magsaysay (Linugos),4317.0,4317.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4318   MISAMIS ORIENTAL - Manticao,4318.0,4318.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4319   MISAMIS ORIENTAL - Medina,4319.0,4319.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4320   MISAMIS ORIENTAL - Naawan,4320.0,4320.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4321   MISAMIS ORIENTAL - Opol,4321.0,4321.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4322   MISAMIS ORIENTAL - Salay,4322.0,4322.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4323   MISAMIS ORIENTAL - Sugbongcogon,4323.0,4323.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4324   MISAMIS ORIENTAL - Tagoloan,4324.0,4324.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4325   MISAMIS ORIENTAL - Talisayan,4325.0,4325.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4326   MISAMIS ORIENTAL - Villanueva,4326.0,4326.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4401   MOUNTAIN PROVINCE - Barlig,4401.0,4401.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4402   MOUNTAIN PROVINCE - Bauko,4402.0,4402.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4403   MOUNTAIN PROVINCE - Besao,4403.0,4403.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4404   MOUNTAIN PROVINCE - Bontoc (Capital),4404.0,4404.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4405   MOUNTAIN PROVINCE - Natonin,4405.0,4405.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4406   MOUNTAIN PROVINCE - Paracelis,4406.0,4406.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4407   MOUNTAIN PROVINCE - Sabangan,4407.0,4407.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4408   MOUNTAIN PROVINCE - Sadanga,4408.0,4408.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4409   MOUNTAIN PROVINCE - Sagada,4409.0,4409.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4410   MOUNTAIN PROVINCE - Tadian,4410.0,4410.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4501   NEGROS OCCIDENTAL - City of Bacolod (Capital),4501.0,4501.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4502   NEGROS OCCIDENTAL - City of Bago,4502.0,4502.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4503   NEGROS OCCIDENTAL - Binalbagan,4503.0,4503.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4504   NEGROS OCCIDENTAL - City of Cadiz,4504.0,4504.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4505   NEGROS OCCIDENTAL - Calatrava,4505.0,4505.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4506   NEGROS OCCIDENTAL - Candoni,4506.0,4506.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4507   NEGROS OCCIDENTAL - Cauayan,4507.0,4507.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4508   NEGROS OCCIDENTAL - Enrique B. Magalona (Saravia),4508.0,4508.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4509   NEGROS OCCIDENTAL - City of Escalante,4509.0,4509.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4510   NEGROS OCCIDENTAL - City of Himamaylan,4510.0,4510.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4511   NEGROS OCCIDENTAL - Hinigaran,4511.0,4511.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4512   NEGROS OCCIDENTAL - Hinoba-an (Asia),4512.0,4512.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4513   NEGROS OCCIDENTAL - Ilog,4513.0,4513.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4514   NEGROS OCCIDENTAL - Isabela,4514.0,4514.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4515   NEGROS OCCIDENTAL - City of Kabankalan,4515.0,4515.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4516   NEGROS OCCIDENTAL - City of La Carlota,4516.0,4516.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4517   NEGROS OCCIDENTAL - La Castellana,4517.0,4517.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4518   NEGROS OCCIDENTAL - Manapla,4518.0,4518.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4519   NEGROS OCCIDENTAL - Moises Padilla (Magallon),4519.0,4519.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4520   NEGROS OCCIDENTAL - Murcia,4520.0,4520.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4521   NEGROS OCCIDENTAL - Pontevedra,4521.0,4521.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4522   NEGROS OCCIDENTAL - Pulupandan,4522.0,4522.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4523   NEGROS OCCIDENTAL - City of Sagay,4523.0,4523.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4524   NEGROS OCCIDENTAL - City of San Carlos,4524.0,4524.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4525   NEGROS OCCIDENTAL - San Enrique,4525.0,4525.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4526   NEGROS OCCIDENTAL - City of Silay,4526.0,4526.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4527   NEGROS OCCIDENTAL - City of Sipalay,4527.0,4527.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4528   NEGROS OCCIDENTAL - City of Talisay,4528.0,4528.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4529   NEGROS OCCIDENTAL - Toboso,4529.0,4529.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4530   NEGROS OCCIDENTAL - Valladolid,4530.0,4530.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4531   NEGROS OCCIDENTAL - City of Victorias,4531.0,4531.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4532   NEGROS OCCIDENTAL - Salvador Benedicto,4532.0,4532.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4601   NEGROS ORIENTAL - Amlan (Ayuquitan),4601.0,4601.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4602   NEGROS ORIENTAL - Ayungon,4602.0,4602.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4603   NEGROS ORIENTAL - Bacong,4603.0,4603.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4604   NEGROS ORIENTAL - City of Bais,4604.0,4604.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4605   NEGROS ORIENTAL - Basay,4605.0,4605.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4606   NEGROS ORIENTAL - City of Bayawan (Tulong),4606.0,4606.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4607   NEGROS ORIENTAL - Bindoy (Payabon),4607.0,4607.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4608   NEGROS ORIENTAL - City of Canlaon,4608.0,4608.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4609   NEGROS ORIENTAL - Dauin,4609.0,4609.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4610   NEGROS ORIENTAL - City of Dumaguete (Capital),4610.0,4610.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4611   NEGROS ORIENTAL - City of Guihulngan,4611.0,4611.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4612   NEGROS ORIENTAL - Jimalalud,4612.0,4612.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4613   NEGROS ORIENTAL - La Libertad,4613.0,4613.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4614   NEGROS ORIENTAL - Mabinay,4614.0,4614.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4615   NEGROS ORIENTAL - Manjuyod,4615.0,4615.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4616   NEGROS ORIENTAL - Pamplona,4616.0,4616.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4617   NEGROS ORIENTAL - San Jose,4617.0,4617.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4618   NEGROS ORIENTAL - Santa Catalina,4618.0,4618.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4619   NEGROS ORIENTAL - Siaton,4619.0,4619.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4620   NEGROS ORIENTAL - Sibulan,4620.0,4620.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4621   NEGROS ORIENTAL - City of Tanjay,4621.0,4621.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4622   NEGROS ORIENTAL - Tayasan,4622.0,4622.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4623   NEGROS ORIENTAL - Valencia (Luzurriaga),4623.0,4623.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4624   NEGROS ORIENTAL - Vallehermoso,4624.0,4624.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4625   NEGROS ORIENTAL - Zamboanguita,4625.0,4625.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4701   NORTH COTABATO - Alamada,4701.0,4701.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4702   NORTH COTABATO - Carmen,4702.0,4702.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4703   NORTH COTABATO - Kabacan,4703.0,4703.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4704   NORTH COTABATO - City of Kidapawan (Capital),4704.0,4704.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4705   NORTH COTABATO - Libungan,4705.0,4705.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4706   NORTH COTABATO - Magpet,4706.0,4706.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4707   NORTH COTABATO - Makilala,4707.0,4707.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4708   NORTH COTABATO - Matalam,4708.0,4708.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4709   NORTH COTABATO - Midsayap,4709.0,4709.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4710   NORTH COTABATO - M'Lang,4710.0,4710.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4711   NORTH COTABATO - Pigkawayan,4711.0,4711.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4712   NORTH COTABATO - Pikit,4712.0,4712.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4713   NORTH COTABATO - President Roxas,4713.0,4713.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4714   NORTH COTABATO - Tulunan,4714.0,4714.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4715   NORTH COTABATO - Antipas,4715.0,4715.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4716   NORTH COTABATO - Banisilan,4716.0,4716.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4717   NORTH COTABATO - Aleosan,4717.0,4717.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4718   NORTH COTABATO - Arakan,4718.0,4718.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4801   NORTHERN SAMAR - Allen,4801.0,4801.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4802   NORTHERN SAMAR - Biri,4802.0,4802.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4803   NORTHERN SAMAR - Bobon,4803.0,4803.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4804   NORTHERN SAMAR - Capul,4804.0,4804.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4805   NORTHERN SAMAR - Catarman (Capital),4805.0,4805.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4806   NORTHERN SAMAR - Catubig,4806.0,4806.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4807   NORTHERN SAMAR - Gamay,4807.0,4807.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4808   NORTHERN SAMAR - Laoang,4808.0,4808.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4809   NORTHERN SAMAR - Lapinig,4809.0,4809.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4810   NORTHERN SAMAR - Las Navas,4810.0,4810.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4811   NORTHERN SAMAR - Lavezares,4811.0,4811.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4812   NORTHERN SAMAR - Mapanas,4812.0,4812.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4813   NORTHERN SAMAR - Mondragon,4813.0,4813.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4814   NORTHERN SAMAR - Palapag,4814.0,4814.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4815   NORTHERN SAMAR - Pambujan,4815.0,4815.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4816   NORTHERN SAMAR - Rosario,4816.0,4816.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4817   NORTHERN SAMAR - San Antonio,4817.0,4817.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4818   NORTHERN SAMAR - San Isidro,4818.0,4818.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4819   NORTHERN SAMAR - San Jose,4819.0,4819.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4820   NORTHERN SAMAR - San Roque,4820.0,4820.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4821   NORTHERN SAMAR - San Vicente,4821.0,4821.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4822   NORTHERN SAMAR - Silvino Lobos,4822.0,4822.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4823   NORTHERN SAMAR - Victoria,4823.0,4823.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4824   NORTHERN SAMAR - Lope De Vega,4824.0,4824.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4901   NUEVA ECIJA - Aliaga,4901.0,4901.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4902   NUEVA ECIJA - Bongabon,4902.0,4902.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4903   NUEVA ECIJA - City of Cabanatuan,4903.0,4903.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4904   NUEVA ECIJA - Cabiao,4904.0,4904.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4905   NUEVA ECIJA - Carranglan,4905.0,4905.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4906   NUEVA ECIJA - Cuyapo,4906.0,4906.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4907   NUEVA ECIJA - Gabaldon (Bitulok & Sabani),4907.0,4907.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4908   NUEVA ECIJA - City of Gapan,4908.0,4908.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4909   NUEVA ECIJA - General Mamerto Natividad,4909.0,4909.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4910   NUEVA ECIJA - General Tinio (Papaya),4910.0,4910.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4911   NUEVA ECIJA - Guimba,4911.0,4911.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4912   NUEVA ECIJA - Jaen,4912.0,4912.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4913   NUEVA ECIJA - Laur,4913.0,4913.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4914   NUEVA ECIJA - Licab,4914.0,4914.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4915   NUEVA ECIJA - Llanera,4915.0,4915.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4916   NUEVA ECIJA - Lupao,4916.0,4916.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4917   NUEVA ECIJA - Science City of Muñoz,4917.0,4917.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4918   NUEVA ECIJA - Nampicuan,4918.0,4918.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4919   NUEVA ECIJA - City of Palayan (Capital),4919.0,4919.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4920   NUEVA ECIJA - Pantabangan,4920.0,4920.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4921   NUEVA ECIJA - Peñaranda,4921.0,4921.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4922   NUEVA ECIJA - Quezon,4922.0,4922.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4923   NUEVA ECIJA - Rizal,4923.0,4923.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4924   NUEVA ECIJA - San Antonio,4924.0,4924.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",4925   NUEVA ECIJA - San Isidro,4925.0,4925.0,
